Label,asds,Site,X(East),Y(North),Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value,Calculated prod. without new WTGs,Actual wind corrected energy,Goodness Factor,A (Sum),k (Sum),A (0),k (0),f (0),A (1),k (1),f (1),A (2),k (2),f (2),A (3),k (3),f (3),A (4),k (4),f (4),A (5),k (5),f (5),A (6),k (6),f (6),A (7),k (7),f (7),A (8),k (8),f (8),A (9),k (9),f (9),A (10),k (10),f (10),A (11),k (11),f (11),Air density,Displacement height,Decrease due to obstacles,Increase due to hills,Sensitivity
15,New,B,"1,701,870","7,231,859",396.7,Yes,Envision,"V117-3.3MW-3,300","3,300",117,120,T15,USER,Power Mode = 3300; Serrations = True,T15,"13,576.23",91.6644,1,,8.16,96.2,0,0,,9.18,2.691,8.1,2.555,6.7,8.3,2.645,7.9,8.39,2.365,4.4,8.24,2.44,5.8,8.28,2.48,5.5,8.5,2.725,10,8.65,2.855,10.1,9.05,2.825,7.1,9.7,2.925,7.1,10.78,3.1,17.6,10.22,3,8.8,8.94,2.955,9.2,1.229,0,0,0,1.59
16,New,B,"1,700,182","7,231,660",370,Yes,Envision,"V117-3.3MW-3,300","3,300",117,120,T16,USER,Power Mode = 3300; Serrations = True,T16,"14,523.23",97.679,1,,8.16,96.2,0,0,,9.17,2.725,8.57,2.555,6.7,8.5,2.645,7.9,7.78,2.365,4.4,7.85,2.44,5.8,8.2,2.48,5.5,8.91,2.725,10,9.1,2.855,10.1,8.99,2.825,7.1,9.25,2.925,7.1,10.36,3.1,17.6,10.15,3,8.8,9.35,2.955,9.2,1.229,0,0,0,1.61
17,New,B,"1,701,125","7,231,625",340,Yes,Envision,"V117-3.3MW-3,300","3,300",117,120,T17,USER,Power Mode = 3300; Serrations = True,T17,"12,471.55",94.2004,1,,7.62,95.1,0,0,,8.57,2.717,7.75,2.555,6.7,7.8,2.645,7.9,7.35,2.365,4.4,7.5,2.44,5.8,7.75,2.48,5.5,8.25,2.725,10,8.35,2.855,10.1,8.45,2.825,7.1,8.8,2.925,7.1,9.75,3.1,17.6,9.6,3,8.8,8.7,2.955,9.2,1.229,0,0,0,1.83
1,New,B,"1,701,716","7,234,608",369.5,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T1,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T1,"9,439.33",93.2509,1,,7.23,94,0,0,,8.11,2.836,7.9,2.656,6.6,8.09,2.744,8,7.25,2.441,4.4,6.97,2.534,5.7,7.14,2.574,5.6,7.62,2.861,9.9,7.79,2.966,10,7.89,2.937,7.1,8.42,3.049,7.1,9.12,3.194,17.5,8.81,3.129,8.8,8.12,3.114,9.2,1.229,0,0,0,2.33
2,New,B,"1,701,859","7,234,274",370,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T2,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T2,"8,929.28",91.6396,1,,7.11,93.9,0,0,,7.98,2.836,7.72,2.656,6.6,7.84,2.744,8,6.94,2.441,4.4,6.97,2.534,5.7,7.15,2.574,5.6,7.62,2.861,9.9,7.62,2.966,10,7.69,2.937,7.1,8.26,3.049,7.1,8.99,3.194,17.5,8.71,3.129,8.8,8.01,3.114,9.2,1.229,0,0,0,2.39
3,New,B,"1,702,416","7,233,900",400,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T3,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T3,"10,148.14",93.3456,1,,7.46,94.4,0,0,,8.37,2.848,8.16,2.656,6.6,7.62,2.744,8,7.65,2.441,4.4,7.38,2.534,5.7,7.86,2.574,5.6,8.24,2.861,9.9,8.22,2.966,10,7.89,2.937,7.1,8.29,3.049,7.1,9.29,3.194,17.5,9.21,3.129,8.8,8.52,3.114,9.2,1.229,0,0,0,2.23
4,New,B,"1,700,273","7,233,564",340,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T4,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T4,"9,329.56",92.8969,1,,7.2,94,0,0,,8.09,2.83,8.13,2.656,6.6,8.15,2.744,8,7.32,2.441,4.4,6.67,2.534,5.7,6.95,2.574,5.6,7.52,2.861,9.9,8.02,2.966,10,8.01,2.937,7.1,8.39,3.049,7.1,9.11,3.194,17.5,8.51,3.129,8.8,7.96,3.114,9.2,1.229,0,0,0,2.34
5,New,B,"1,699,807","7,233,387",328,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T5,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T5,"9,603.25",96.8888,1,,7.16,94,0,0,,8.04,2.829,8.1,2.656,6.6,8.07,2.744,8,7.15,2.441,4.4,6.57,2.534,5.7,6.85,2.574,5.6,7.52,2.861,9.9,7.92,2.966,10,7.91,2.937,7.1,8.29,3.049,7.1,9.01,3.194,17.5,8.59,3.129,8.8,8.12,3.114,9.2,1.229,0,0,0,2.36
6,New,B,"1,701,864","7,233,511",420,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T6,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T6,"10,859.39",89.1538,1,,7.87,95.2,0,0,,8.83,2.843,8.62,2.656,6.6,8.14,2.744,8,7.86,2.441,4.4,7.68,2.534,5.7,8.34,2.574,5.6,8.69,2.861,9.9,8.63,2.966,10,8.27,2.937,7.1,8.73,3.049,7.1,9.78,3.194,17.5,9.86,3.129,8.8,9.02,3.114,9.2,1.229,0,0,0,2.04
7,New,B,"1,701,464","7,233,151",439,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T7,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T7,"11,843.46",90.1443,1,,8.18,95.4,0,0,,9.18,2.849,8.92,2.656,6.6,8.81,2.744,8,8.32,2.441,4.4,8.09,2.534,5.7,8.53,2.574,5.6,8.74,2.861,9.9,8.93,2.966,10,8.81,2.937,7.1,9.31,3.049,7.1,10.26,3.194,17.5,10,3.129,8.8,9.12,3.114,9.2,1.229,0,0,0,1.9
8,New,B,"1,701,923","7,233,212",438.1,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T8,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T8,"10,795.26",85.8508,1,,7.99,95.5,0,0,,8.97,2.844,8.82,2.656,6.6,8.34,2.744,8,7.76,2.441,4.4,7.78,2.534,5.7,8.47,2.574,5.6,8.84,2.861,9.9,8.83,2.966,10,8.45,2.937,7.1,8.81,3.049,7.1,9.9,3.194,17.5,9.96,3.129,8.8,9.22,3.114,9.2,1.229,0,0,0,1.98
9,New,B,"1,701,661","7,232,773",429.6,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T9,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T9,"10,997.00",86.6086,1,,8.04,95.5,0,0,,9.03,2.825,8.5,2.656,6.6,8.4,2.744,8,7.95,2.441,4.4,8.2,2.534,5.7,8.42,2.574,5.6,8.58,2.861,9.9,8.63,2.966,10,8.49,2.937,7.1,9.09,3.049,7.1,10.31,3.194,17.5,10.11,3.129,8.8,8.97,3.114,9.2,1.229,0,0,0,1.95
10,New,B,"1,700,604","7,232,737",367.8,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T10,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T10,"9,827.63",94.2334,1,,7.32,94.2,0,0,,8.22,2.851,8.31,2.656,6.6,8.05,2.744,8,7.15,2.441,4.4,6.87,2.534,5.7,7.31,2.574,5.6,7.93,2.861,9.9,8.33,2.966,10,8.11,2.937,7.1,8.19,3.049,7.1,8.99,3.194,17.5,8.81,3.129,8.8,8.32,3.114,9.2,1.229,0,0,0,2.3
11,New,B,"1,702,204","7,232,495",382.2,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T11,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T11,"9,379.15",86.0887,1,,7.47,94.4,0,0,,8.38,2.826,7.88,2.656,6.6,7.54,2.744,8,7.43,2.441,4.4,7.67,2.534,5.7,7.75,2.574,5.6,8.04,2.861,9.9,8.1,2.966,10,8.09,2.937,7.1,8.47,3.049,7.1,9.57,3.194,17.5,9.31,3.129,8.8,8.31,3.114,9.2,1.229,0,0,0,2.21
12,New,B,"1,701,240","7,232,464",410.1,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T12,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T12,"11,099.90",91.4213,1,,7.85,95.2,0,0,,8.82,2.846,8.5,2.656,6.6,8.49,2.744,8,7.58,2.441,4.4,7.78,2.534,5.7,8.07,2.574,5.6,8.54,2.861,9.9,8.63,2.966,10,8.49,2.937,7.1,8.79,3.049,7.1,9.81,3.194,17.5,9.71,3.129,8.8,8.92,3.114,9.2,1.229,0,0,0,2.04
13,New,B,"1,701,822","7,232,321",402.7,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T13,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T13,"10,192.21",86.6813,1,,7.74,94.9,0,0,,8.69,2.823,8.2,2.656,6.6,8.15,2.744,8,7.85,2.441,4.4,8,2.534,5.7,7.85,2.574,5.6,8.02,2.861,9.9,8.32,2.966,10,8.51,2.937,7.1,8.99,3.049,7.1,10,3.194,17.5,9.51,3.129,8.8,8.42,3.114,9.2,1.229,0,0,0,2.08
14,New,B,"1,702,207","7,231,906",370.1,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T14,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T14,"9,521.01",86.3027,1,,7.51,94.5,0,0,,8.43,2.838,7.8,2.656,6.6,8.01,2.744,8,7.92,2.441,4.4,7.76,2.534,5.7,7.64,2.574,5.6,7.84,2.861,9.9,8.21,2.966,10,8.41,2.937,7.1,8.76,3.049,7.1,9.56,3.194,17.5,9.09,3.129,8.8,8.11,3.114,9.2,1.229,0,0,0,2.2
15,New,B,"1,701,870","7,231,859",396.7,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T15,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T15,"10,853.05",90.9112,1,,7.8,95,0,0,,8.76,2.81,8.1,2.656,6.6,7.94,2.744,8,8.16,2.441,4.4,8.19,2.534,5.7,8.12,2.574,5.6,8.14,2.861,9.9,8.22,2.966,10,8.51,2.937,7.1,9.11,3.049,7.1,10.18,3.194,17.5,9.66,3.129,8.8,8.41,3.114,9.2,1.229,0,0,0,2.05
16,New,B,"1,700,182","7,231,660",370,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T16,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T16,"11,806.73",97.6173,1,,7.84,95.1,0,0,,8.8,2.846,8.65,2.656,6.6,8.25,2.744,8,7.51,2.441,4.4,7.78,2.534,5.7,8.08,2.574,5.6,8.55,2.861,9.9,8.74,2.966,10,8.44,2.937,7.1,8.71,3.049,7.1,9.81,3.194,17.5,9.61,3.129,8.8,8.92,3.114,9.2,1.229,0,0,0,2.05
17,New,B,"1,701,125","7,231,625",340,Yes,Envision,"V105-3.3MW-3,300","3,300",105,100,T17,USER,Power Mode = 3300; Serrations = True; High Wind Operation = True,T17,"9,523.24",93.7447,1,,7.24,94.1,0,0,,8.13,2.841,7.68,2.656,6.6,7.44,2.744,8,7.05,2.441,4.4,7.38,2.534,5.7,7.57,2.574,5.6,7.82,2.861,9.9,7.92,2.966,10,7.91,2.937,7.1,8.19,3.049,7.1,9.09,3.194,17.5,9.01,3.129,8.8,8.22,3.114,9.2,1.229,0,0,0,2.33
1,New,B,"1,701,716","7,234,608",369.5,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T1,USER,Power Mode = 3300; Serrations = True,T1,"12,170.18",92.8061,1,,7.23,96.5,0,0,,8.11,2.836,7.9,2.656,6.6,8.09,2.744,8,7.25,2.441,4.4,6.97,2.534,5.7,7.14,2.574,5.6,7.62,2.861,9.9,7.79,2.966,10,7.89,2.937,7.1,8.42,3.049,7.1,9.12,3.194,17.5,8.81,3.129,8.8,8.12,3.114,9.2,1.229,0,0,0,1.9
2,New,B,"1,701,859","7,234,274",370,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T2,USER,Power Mode = 3300; Serrations = True,T2,"11,558.62",90.9097,1,,7.11,96.3,0,0,,7.98,2.836,7.72,2.656,6.6,7.84,2.744,8,6.94,2.441,4.4,6.97,2.534,5.7,7.15,2.574,5.6,7.62,2.861,9.9,7.62,2.966,10,7.69,2.937,7.1,8.26,3.049,7.1,8.99,3.194,17.5,8.71,3.129,8.8,8.01,3.114,9.2,1.229,0,0,0,1.96
3,New,B,"1,702,416","7,233,900",400,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T3,USER,Power Mode = 3300; Serrations = True,T3,"12,937.08",93.0826,1,,7.46,97.1,0,0,,8.37,2.848,8.16,2.656,6.6,7.62,2.744,8,7.65,2.441,4.4,7.38,2.534,5.7,7.86,2.574,5.6,8.24,2.861,9.9,8.22,2.966,10,7.89,2.937,7.1,8.29,3.049,7.1,9.29,3.194,17.5,9.21,3.129,8.8,8.52,3.114,9.2,1.229,0,0,0,1.79
4,New,B,"1,700,273","7,233,564",340,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T4,USER,Power Mode = 3300; Serrations = True,T4,"12,054.24",92.5374,1,,7.2,96.5,0,0,,8.09,2.83,8.13,2.656,6.6,8.15,2.744,8,7.32,2.441,4.4,6.67,2.534,5.7,6.95,2.574,5.6,7.52,2.861,9.9,8.02,2.966,10,8.01,2.937,7.1,8.39,3.049,7.1,9.11,3.194,17.5,8.51,3.129,8.8,7.96,3.114,9.2,1.229,0,0,0,1.91
5,New,B,"1,699,807","7,233,387",328,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T5,USER,Power Mode = 3300; Serrations = True,T5,"12,431.28",96.4602,1,,7.16,96.4,0,0,,8.04,2.829,8.1,2.656,6.6,8.07,2.744,8,7.15,2.441,4.4,6.57,2.534,5.7,6.85,2.574,5.6,7.52,2.861,9.9,7.92,2.966,10,7.91,2.937,7.1,8.29,3.049,7.1,9.01,3.194,17.5,8.59,3.129,8.8,8.12,3.114,9.2,1.229,0,0,0,1.93
6,New,B,"1,701,864","7,233,511",420,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T6,USER,Power Mode = 3300; Serrations = True,T6,"13,519.04",88.8993,1,,7.87,98.5,0,0,,8.83,2.843,8.62,2.656,6.6,8.14,2.744,8,7.86,2.441,4.4,7.68,2.534,5.7,8.34,2.574,5.6,8.69,2.861,9.9,8.63,2.966,10,8.27,2.937,7.1,8.73,3.049,7.1,9.78,3.194,17.5,9.86,3.129,8.8,9.02,3.114,9.2,1.229,0,0,0,1.61
7,New,B,"1,701,464","7,233,151",439,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T7,USER,Power Mode = 3300; Serrations = True,T7,"14,492.18",89.7872,1,,8.18,99.1,0,0,,9.18,2.849,8.92,2.656,6.6,8.81,2.744,8,8.32,2.441,4.4,8.09,2.534,5.7,8.53,2.574,5.6,8.74,2.861,9.9,8.93,2.966,10,8.81,2.937,7.1,9.31,3.049,7.1,10.26,3.194,17.5,10,3.129,8.8,9.12,3.114,9.2,1.229,0,0,0,1.49
8,New,B,"1,701,923","7,233,212",438.1,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T8,USER,Power Mode = 3300; Serrations = True,T8,"13,426.13",86.1034,1,,7.99,99,0,0,,8.97,2.844,8.82,2.656,6.6,8.34,2.744,8,7.76,2.441,4.4,7.78,2.534,5.7,8.47,2.574,5.6,8.84,2.861,9.9,8.83,2.966,10,8.45,2.937,7.1,8.81,3.049,7.1,9.9,3.194,17.5,9.96,3.129,8.8,9.22,3.114,9.2,1.229,0,0,0,1.56
9,New,B,"1,701,661","7,232,773",429.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T9,USER,Power Mode = 3300; Serrations = True,T9,"13,579.74",86.5041,1,,8.04,99,0,0,,9.03,2.825,8.5,2.656,6.6,8.4,2.744,8,7.95,2.441,4.4,8.2,2.534,5.7,8.42,2.574,5.6,8.58,2.861,9.9,8.63,2.966,10,8.49,2.937,7.1,9.09,3.049,7.1,10.31,3.194,17.5,10.11,3.129,8.8,8.97,3.114,9.2,1.229,0,0,0,1.53
10,New,B,"1,700,604","7,232,737",367.8,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T10,USER,Power Mode = 3300; Serrations = True,T10,"12,612.70",93.7983,1,,7.32,96.8,0,0,,8.22,2.851,8.31,2.656,6.6,8.05,2.744,8,7.15,2.441,4.4,6.87,2.534,5.7,7.31,2.574,5.6,7.93,2.861,9.9,8.33,2.966,10,8.11,2.937,7.1,8.19,3.049,7.1,8.99,3.194,17.5,8.81,3.129,8.8,8.32,3.114,9.2,1.229,0,0,0,1.86
11,New,B,"1,702,204","7,232,495",382.2,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T11,USER,Power Mode = 3300; Serrations = True,T11,"11,988.42",86.2149,1,,7.47,97.2,0,0,,8.38,2.826,7.88,2.656,6.6,7.54,2.744,8,7.43,2.441,4.4,7.67,2.534,5.7,7.75,2.574,5.6,8.04,2.861,9.9,8.1,2.966,10,8.09,2.937,7.1,8.47,3.049,7.1,9.57,3.194,17.5,9.31,3.129,8.8,8.31,3.114,9.2,1.229,0,0,0,1.78
12,New,B,"1,701,240","7,232,464",410.1,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T12,USER,Power Mode = 3300; Serrations = True,T12,"13,849.03",91.2822,1,,7.85,98.4,0,0,,8.82,2.846,8.5,2.656,6.6,8.49,2.744,8,7.58,2.441,4.4,7.78,2.534,5.7,8.07,2.574,5.6,8.54,2.861,9.9,8.63,2.966,10,8.49,2.937,7.1,8.79,3.049,7.1,9.81,3.194,17.5,9.71,3.129,8.8,8.92,3.114,9.2,1.229,0,0,0,1.62
13,New,B,"1,701,822","7,232,321",402.7,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T13,USER,Power Mode = 3300; Serrations = True,T13,"12,745.38",86.269,1,,7.74,98,0,0,,8.69,2.823,8.2,2.656,6.6,8.15,2.744,8,7.85,2.441,4.4,8,2.534,5.7,7.85,2.574,5.6,8.02,2.861,9.9,8.32,2.966,10,8.51,2.937,7.1,8.99,3.049,7.1,10,3.194,17.5,9.51,3.129,8.8,8.42,3.114,9.2,1.229,0,0,0,1.66
14,New,B,"1,702,207","7,231,906",370.1,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T14,USER,Power Mode = 3300; Serrations = True,T14,"12,182.10",86.677,1,,7.51,97.3,0,0,,8.43,2.838,7.8,2.656,6.6,8.01,2.744,8,7.92,2.441,4.4,7.76,2.534,5.7,7.64,2.574,5.6,7.84,2.861,9.9,8.21,2.966,10,8.41,2.937,7.1,8.76,3.049,7.1,9.56,3.194,17.5,9.09,3.129,8.8,8.11,3.114,9.2,1.229,0,0,0,1.77
15,New,B,"1,701,870","7,231,859",396.7,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T15,USER,Power Mode = 3300; Serrations = True,T15,"13,559.99",90.7451,1,,7.8,98.2,0,0,,8.76,2.81,8.1,2.656,6.6,7.94,2.744,8,8.16,2.441,4.4,8.19,2.534,5.7,8.12,2.574,5.6,8.14,2.861,9.9,8.22,2.966,10,8.51,2.937,7.1,9.11,3.049,7.1,10.18,3.194,17.5,9.66,3.129,8.8,8.41,3.114,9.2,1.229,0,0,0,1.63
16,New,B,"1,700,182","7,231,660",370,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T16,USER,Power Mode = 3300; Serrations = True,T16,"14,726.89",97.366,1,,7.84,98.4,0,0,,8.8,2.846,8.65,2.656,6.6,8.25,2.744,8,7.51,2.441,4.4,7.78,2.534,5.7,8.08,2.574,5.6,8.55,2.861,9.9,8.74,2.966,10,8.44,2.937,7.1,8.71,3.049,7.1,9.81,3.194,17.5,9.61,3.129,8.8,8.92,3.114,9.2,1.229,0,0,0,1.62
17,New,B,"1,701,125","7,231,625",340,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,T17,USER,Power Mode = 3300; Serrations = True,T17,"12,283.11",93.3664,1,,7.24,96.6,0,0,,8.13,2.841,7.68,2.656,6.6,7.44,2.744,8,7.05,2.441,4.4,7.38,2.534,5.7,7.57,2.574,5.6,7.82,2.861,9.9,7.92,2.966,10,7.91,2.937,7.1,8.19,3.049,7.1,9.09,3.194,17.5,9.01,3.129,8.8,8.22,3.114,9.2,1.229,0,0,0,1.9
1,New,B,"1,701,716","7,234,608",369.5,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T1,USER,Power Mode = 3300; Serrations = True,T1,"13,324.33",92.4489,1,,7.23,99.5,0,0,,8.11,2.836,7.9,2.656,6.6,8.09,2.744,8,7.25,2.441,4.4,6.97,2.534,5.7,7.14,2.574,5.6,7.62,2.861,9.9,7.79,2.966,10,7.89,2.937,7.1,8.42,3.049,7.1,9.12,3.194,17.5,8.81,3.129,8.8,8.12,3.114,9.2,1.229,0,0,0,1.71
2,New,B,"1,701,859","7,234,274",370,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T2,USER,Power Mode = 3300; Serrations = True,T2,"12,669.28",90.3898,1,,7.11,99.2,0,0,,7.98,2.836,7.72,2.656,6.6,7.84,2.744,8,6.94,2.441,4.4,6.97,2.534,5.7,7.15,2.574,5.6,7.62,2.861,9.9,7.62,2.966,10,7.69,2.937,7.1,8.26,3.049,7.1,8.99,3.194,17.5,8.71,3.129,8.8,8.01,3.114,9.2,1.229,0,0,0,1.77
3,New,B,"1,702,416","7,233,900",400,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T3,USER,Power Mode = 3300; Serrations = True,T3,"14,100.15",92.8202,1,,7.46,100.2,0,0,,8.37,2.848,8.16,2.656,6.6,7.62,2.744,8,7.65,2.441,4.4,7.38,2.534,5.7,7.86,2.574,5.6,8.24,2.861,9.9,8.22,2.966,10,7.89,2.937,7.1,8.29,3.049,7.1,9.29,3.194,17.5,9.21,3.129,8.8,8.52,3.114,9.2,1.229,0,0,0,1.61
4,New,B,"1,700,273","7,233,564",340,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T4,USER,Power Mode = 3300; Serrations = True,T4,"13,207.09",92.1992,1,,7.2,99.4,0,0,,8.09,2.83,8.13,2.656,6.6,8.15,2.744,8,7.32,2.441,4.4,6.67,2.534,5.7,6.95,2.574,5.6,7.52,2.861,9.9,8.02,2.966,10,8.01,2.937,7.1,8.39,3.049,7.1,9.11,3.194,17.5,8.51,3.129,8.8,7.96,3.114,9.2,1.229,0,0,0,1.72
5,New,B,"1,699,807","7,233,387",328,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T5,USER,Power Mode = 3300; Serrations = True,T5,"13,640.66",96.1571,1,,7.16,99.3,0,0,,8.04,2.829,8.1,2.656,6.6,8.07,2.744,8,7.15,2.441,4.4,6.57,2.534,5.7,6.85,2.574,5.6,7.52,2.861,9.9,7.92,2.966,10,7.91,2.937,7.1,8.29,3.049,7.1,9.01,3.194,17.5,8.59,3.129,8.8,8.12,3.114,9.2,1.229,0,0,0,1.74
6,New,B,"1,701,864","7,233,511",420,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T6,USER,Power Mode = 3300; Serrations = True,T6,"14,579.08",88.5552,1,,7.87,101.7,0,0,,8.83,2.843,8.62,2.656,6.6,8.14,2.744,8,7.86,2.441,4.4,7.68,2.534,5.7,8.34,2.574,5.6,8.69,2.861,9.9,8.63,2.966,10,8.27,2.937,7.1,8.73,3.049,7.1,9.78,3.194,17.5,9.86,3.129,8.8,9.02,3.114,9.2,1.229,0,0,0,1.44
7,New,B,"1,701,464","7,233,151",439,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T7,USER,Power Mode = 3300; Serrations = True,T7,"15,522.50",89.401,1,,8.18,102.4,0,0,,9.18,2.849,8.92,2.656,6.6,8.81,2.744,8,8.32,2.441,4.4,8.09,2.534,5.7,8.53,2.574,5.6,8.74,2.861,9.9,8.93,2.966,10,8.81,2.937,7.1,9.31,3.049,7.1,10.26,3.194,17.5,10,3.129,8.8,9.12,3.114,9.2,1.229,0,0,0,1.32
8,New,B,"1,701,923","7,233,212",438.1,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T8,USER,Power Mode = 3300; Serrations = True,T8,"14,463.86",85.9131,1,,7.99,102.3,0,0,,8.97,2.844,8.82,2.656,6.6,8.34,2.744,8,7.76,2.441,4.4,7.78,2.534,5.7,8.47,2.574,5.6,8.84,2.861,9.9,8.83,2.966,10,8.45,2.937,7.1,8.81,3.049,7.1,9.9,3.194,17.5,9.96,3.129,8.8,9.22,3.114,9.2,1.229,0,0,0,1.39
9,New,B,"1,701,661","7,232,773",429.6,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T9,USER,Power Mode = 3300; Serrations = True,T9,"14,591.27",86.1756,1,,8.04,102.3,0,0,,9.03,2.825,8.5,2.656,6.6,8.4,2.744,8,7.95,2.441,4.4,8.2,2.534,5.7,8.42,2.574,5.6,8.58,2.861,9.9,8.63,2.966,10,8.49,2.937,7.1,9.09,3.049,7.1,10.31,3.194,17.5,10.11,3.129,8.8,8.97,3.114,9.2,1.229,0,0,0,1.37
10,New,B,"1,700,604","7,232,737",367.8,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T10,USER,Power Mode = 3300; Serrations = True,T10,"13,780.96",93.4476,1,,7.32,99.8,0,0,,8.22,2.851,8.31,2.656,6.6,8.05,2.744,8,7.15,2.441,4.4,6.87,2.534,5.7,7.31,2.574,5.6,7.93,2.861,9.9,8.33,2.966,10,8.11,2.937,7.1,8.19,3.049,7.1,8.99,3.194,17.5,8.81,3.129,8.8,8.32,3.114,9.2,1.229,0,0,0,1.68
11,New,B,"1,702,204","7,232,495",382.2,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T11,USER,Power Mode = 3300; Serrations = True,T11,"13,065.69",86.012,1,,7.47,100.2,0,0,,8.38,2.826,7.88,2.656,6.6,7.54,2.744,8,7.43,2.441,4.4,7.67,2.534,5.7,7.75,2.574,5.6,8.04,2.861,9.9,8.1,2.966,10,8.09,2.937,7.1,8.47,3.049,7.1,9.57,3.194,17.5,9.31,3.129,8.8,8.31,3.114,9.2,1.229,0,0,0,1.6
12,New,B,"1,701,240","7,232,464",410.1,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T12,USER,Power Mode = 3300; Serrations = True,T12,"14,952.88",91.0105,1,,7.85,101.7,0,0,,8.82,2.846,8.5,2.656,6.6,8.49,2.744,8,7.58,2.441,4.4,7.78,2.534,5.7,8.07,2.574,5.6,8.54,2.861,9.9,8.63,2.966,10,8.49,2.937,7.1,8.79,3.049,7.1,9.81,3.194,17.5,9.71,3.129,8.8,8.92,3.114,9.2,1.229,0,0,0,1.45
13,New,B,"1,701,822","7,232,321",402.7,Yes,Envision,"V136-3.3MW-3,300","3,300",136,100,T13,USER,Power Mode = 3300; Serrations = True,T13,"13,765.09",85.8272,1,,7.74,101.2,0,0,,8.69,2.823,8.2,2.656,6.6,8.15,2.744,8,7.85,2.441,4.4,8,2.534,5.7,7.85,2.574,5.6,8.02,2.861,9.9,8.32,2.966,10,8.51,2.937,7.1,8.99,3.049,7.1,10,3.194,17.5,9.51,3.129,8.8,8.42,3.114,9.2,1.229,0,0,0,1.49
